director,country,release_year,rating,duration_value,date_added_year,date_added_month,date_added_day,date_added_weekday,date_added_is_weekend,type_TV Show,cast_svd_1,cast_svd_2,cast_svd_3,cast_svd_4,cast_svd_5,cast_svd_6,cast_svd_7,cast_svd_8,cast_svd_9,cast_svd_10,cast_svd_11,cast_svd_12,cast_svd_13,cast_svd_14,cast_svd_15,cast_svd_16,cast_svd_17,cast_svd_18,cast_svd_19,cast_svd_20,listed_in_svd_1,listed_in_svd_2,listed_in_svd_3,listed_in_svd_4,listed_in_svd_5,listed_in_svd_6,listed_in_svd_7,listed_in_svd_8,listed_in_svd_9,listed_in_svd_10,listed_in_svd_11,listed_in_svd_12,listed_in_svd_13,listed_in_svd_14,listed_in_svd_15,listed_in_svd_16,listed_in_svd_17,listed_in_svd_18,listed_in_svd_19,listed_in_svd_20,description_svd_1,description_svd_2,description_svd_3,description_svd_4,description_svd_5,description_svd_6,description_svd_7,description_svd_8,description_svd_9,description_svd_10,description_svd_11,description_svd_12,description_svd_13,description_svd_14,description_svd_15,description_svd_16,description_svd_17,description_svd_18,description_svd_19,description_svd_20
0.0001135460429204,0.414329510616555,0.5,0.055637561030998,0.0192307692307692,1.0,0.3333333333333333,0.631578947368421,1.0,1,0,0.999999999999987,-1.0495272445297245e-10,-4.791545510150347e-12,1.4420664137390717e-09,9.143426149780711e-10,1.1756224349684752e-09,8.528975526692187e-11,1.9679567015873165e-10,2.706488750694795e-09,1.5397892174769072e-09,7.178329186898105e-10,4.597419773589953e-10,2.5453538350224012e-09,-1.6809873124780836e-09,-1.1521990952375746e-09,2.5366192098973294e-09,2.809670748712291e-09,4.758863364434287e-09,-2.0640088907930135e-09,-2.821285749564397e-09,0.06656735143745367,-0.05073561860909508,0.7249991979368637,-0.578535332332926,-0.013289128427533057,0.12791087495315254,-0.010113498067167565,-0.040827763427170545,0.13764926652560142,-0.037934818687024106,0.02965464756400246,-0.20201209769563544,0.027586920026544098,-0.016973736823882864,0.011070610609423503,0.04160403351149096,-0.0361780384139034,-0.05082652953739601,-0.10883575074759001,0.03318762179643897,0.49224288580860254,-0.13812192605012222,-0.1292174206786904,-0.04470999057940525,-0.16543194336544773,0.14157065550554307,-0.08605055134151389,-0.10977366057855731,-0.09018904190777387,-0.10787204066101289,0.060598569462087866,-0.10413600328621318,0.12472335916095006,-0.22143648013361317,-0.02422266071889508,-0.0647704916996278,0.033219983699300196,-0.09059903511799978,-0.04910830959783115,0.07696570397297642
0.2990802770523447,0.0034063812876121,0.6666666666666666,0.3645963438174179,-0.8269230769230769,1.0,0.3333333333333333,0.5789473684210527,0.5,0,1,2.4986983158139604e-08,0.14490438186789106,-0.004063344267162863,-0.0016127358370816728,-0.013766333878790553,-0.0910296226791042,0.47913842730009065,0.006475904094386747,-0.0741963454440586,-0.04921172601961756,-0.0313729026990299,-0.021774719295441947,-0.15094084856556025,-0.08305265441444452,-0.03474066462048647,0.023276148763092086,-0.028654180548535517,-0.011790807241860901,0.036678773596498335,0.030222752439895053,0.3453740180411937,0.5768761592346178,-0.02166416993725795,-0.027326748421334396,-0.045153365878826845,0.015331590230140756,-0.03188275618037512,-0.10247721962959848,0.020166868684771015,-0.03490373330391522,0.005852404720173657,-0.014563750446480318,0.045548279985657684,0.05693812149147911,0.09915547446989276,-0.12771306109957978,0.11284553436195799,0.11154283181030357,-0.06897790876233559,-0.002821934993961177,0.22077486158135898,-0.196880168041927,0.19176793909777484,-0.05711834418195385,-0.07944470026820019,-0.03400972020478106,0.02112983718527775,-0.07237270081401659,-0.028842374837498148,-0.0084229083299681,-0.04151195564305022,-0.05977340926281191,0.06294694085807637,0.08023036297724999,0.056647516297872715,-0.11879171881728393,0.15149746594613883,0.1201705623773856,0.2977873823535574,-0.09398250802982164
0.0003406381287612,0.414329510616555,0.6666666666666666,0.3645963438174179,-0.8365384615384616,1.0,0.3333333333333333,0.5789473684210527,0.5,0,1,-2.7920580391148612e-09,0.03760265083421918,-0.0013931207647146107,-0.00654166080762046,-4.0612969755513844e-05,-0.012415627881828007,0.03711007944072324,-0.00012051419439465966,0.0063912910007635874,0.03188602093253106,-0.006243145723101259,0.0004918896657064287,-0.016018089141269266,-0.02255249372088677,-0.016642368682369856,-0.00715034868069845,-0.001895184799636222,-0.0329101008620467,-0.01762966826388937,-0.006720655537334294,0.36827707102211493,0.6682388210787338,0.01638249099797417,-0.004391586333702374,0.30627361551835325,0.09339670387227349,-0.0258752184333022,-0.08916126923765313,-0.1367855685518159,-0.10808536010444225,0.03238999553761249,0.03336648938769844,-0.04636360131736221,-0.07392457511802915,-0.0002857622465705402,-0.011798088497082913,-0.098541593688496,-0.001446310236473597,0.014754111050753475,-0.05088661151751664,0.39434599760344824,-0.14450380706237062,-0.2860066366839539,0.04372181192891639,0.10075765805009634,0.20279354660410456,-0.20383025657372178,0.00411059650988475,-0.17911856386092126,0.026453856378950917,-0.052085700703584176,-0.14659602861084287,-0.028552154057414,-0.06778106438931701,0.10675007014047175,0.17799006085157307,0.06722448110554774,-0.016937947785818905,0.05545376330826195,0.04265957357397711
0.2990802770523447,0.414329510616555,0.6666666666666666,0.3645963438174179,-0.8365384615384616,1.0,0.3333333333333333,0.5789473684210527,0.5,0,1,0.999999999999987,-1.0495272445297245e-10,-4.791545510150347e-12,1.4420664137390717e-09,9.143426149780711e-10,1.1756224349684752e-09,8.528975526692187e-11,1.9679567015873165e-10,2.706488750694795e-09,1.5397892174769072e-09,7.178329186898105e-10,4.597419773589953e-10,2.5453538350224012e-09,-1.6809873124780836e-09,-1.1521990952375746e-09,2.5366192098973294e-09,2.809670748712291e-09,4.758863364434287e-09,-2.0640088907930135e-09,-2.821285749564397e-09,0.09842829004231843,0.25637284712817526,0.018175755807635703,0.0030978244253018336,-0.010681126432382377,0.015706266408040945,-0.012804681510509147,0.012970539801636104,-0.004835160433012183,0.0563394515107579,-0.037200002936648574,0.047239711184790346,-0.06552099849547138,0.008790926609602153,-0.21531086465438887,0.585939891846853,0.6207621517034845,-0.1518757410174674,-0.011926778108079317,0.16049520200336792,0.39259090459599294,0.2444416673542651,0.009811942911775383,0.1697942252463856,-0.07525276272291456,-0.017193035559656872,-0.09402200168641552,0.00491206210806589,0.23161877670247402,0.04035463492922886,-0.024349531013308917,0.06028938928903364,0.057969017839505046,0.050577803315889354,-0.01662907112383084,0.011021127499441787,0.12337272528445012,0.005021887267697093,0.19647103866564705,-0.07441700425948562
0.2990802770523447,0.1103667537186329,0.6666666666666666,0.3645963438174179,-0.8269230769230769,1.0,0.3333333333333333,0.5789473684210527,0.5,0,1,1.3620122275106062e-08,0.019662228947044235,0.4844706228589214,0.008342138927882707,-0.008074647690823326,-0.002793397624481859,-0.006351678138611382,0.26660001372772807,0.016495866997062326,-0.011688991288895082,0.1663281179493825,-0.10736526547464,0.015161984834352245,0.021262583575503473,0.0461993521094795,-0.22785567907489532,0.018620791650000162,0.11245417153622725,-0.10144014202910044,-0.009609661664349753,0.4099025808366819,0.735509075332156,0.05010068814207074,0.030812187054073896,-0.04304581303508161,-0.04901666763811877,0.009117249340711574,0.135402237812576,-0.09919525809789947,-0.09067265044213575,0.0767596572133676,-0.06455533739251347,0.04432194998293733,-0.01932567450302349,0.04790535179624143,-0.09912255703261896,-0.042828768355399505,-0.10607830908828286,0.029098193917401875,-0.16893541964425624,0.4014945004856548,-0.14857770840519155,-0.16969716486659253,0.10662804510942017,0.039241786061059186,0.06561729807735932,0.08361175903780765,0.023215470919492463,-0.050084616950896235,0.1004992005629299,-0.007994787434762377,-0.20841985362994533,-0.01298242233918567,-0.12544697741208685,-0.09883377789688516,0.009360323604827199,-0.04121835659192538,-0.03432240573006292,-0.05401816807270058,0.06205031708413481
0.0004541841716816,0.414329510616555,0.6666666666666666,0.3645963438174179,-0.8365384615384616,1.0,0.3333333333333333,0.5789473684210527,0.5,0,1,4.6316810973484494e-08,0.2770508079370753,-0.013617092922348466,-0.1376396222773107,-0.04907156987442338,-0.21762683774932087,-0.05382991622525272,0.006500915364564886,-0.03057190510836728,-0.021380603287506177,0.015122525616329225,-0.0077543491972017035,0.04942341283313173,-0.09555752105805171,-0.01002236243007006,-0.005783960227729871,0.04407066726317004,-0.06338386314562366,-0.040516216062970456,-0.06894669821505729,0.23254635973941024,0.37060454481623883,-0.026352609519327993,-0.0011211503238561045,-0.03304239042898422,0.06334343448054318,-0.025927135234233782,-0.06507246416448692,0.07627251684442285,0.12333957665932191,-0.009535361828131476,-0.04144390845440917,0.07162441897405745,0.12318174928879141,0.25996989152519623,-0.0006307917780955241,0.1773200382019949,0.14247176095986203,-0.10737770940788134,0.02938140364749075,0.4272898075347216,0.015931221558496238,0.021205714838431186,-0.1657350343988775,0.08180129912969294,-0.06035647166552606,-0.12466891377558816,0.05776254193827032,-0.09265234084398534,0.09089456962794668,0.06252876452883582,-0.07682589698406897,-0.05785191421900403,0.023024118771014068,-0.11327844594063613,-0.13827605343244068,-0.13438764115878543,0.06306401245196991,-0.07263944120829113,-0.1377105564884082
0.0001135460429204,0.414329510616555,0.6666666666666666,0.032587714318156,0.0288461538461538,1.0,0.3333333333333333,0.5789473684210527,0.5,0,0,-5.657064733075275e-10,0.36402196882905685,-0.025955215195851908,-0.22302134922081032,-0.06339277630135241,-0.30321265804839664,-0.1451625499301656,0.010524172545757125,-0.06033049502563813,0.1879976489473618,-0.048996714522101706,-0.022958013288169633,-0.19543664923347964,0.3346683704389224,-0.03710284984601203,-0.04870586991890652,-0.03054462762458431,0.0035848955213861715,0.0034191170467568577,0.014163007234421012,0.18716967306170884,-0.12000870654408706,0.5285035140342502,0.7016244073291453,-0.07233205589924954,-0.05301477063946537,-0.06829866809042087,-0.3069096948671203,-0.029999213383601814,0.006443251918971431,-0.08916635365869624,0.0004482128612704542,-0.051308235516524636,-0.030521095507777218,-0.02002141104133401,-0.020866302882951798,0.008025739074391917,-0.012378346584001632,-0.04015389711760672,-0.012824673339768895,0.31109335001038024,-0.13873543741965283,0.031590198693616726,0.0029999102833314084,0.18311822969421293,-0.055020150656468425,-0.22692628955319477,0.0024362660098863897,-0.050055792664480195,0.2321689103993445,0.09742308426371096,-0.007419556836267702,0.03517355611102875,0.10765058700367292,-0.1485704887800452,-0.13733649796457398,-0.1447113869637448,0.10169853752810737,-0.06411816229029166,0.052939218756720016
0.0001135460429204,0.0001135460429204,-4.0,0.3645963438174179,0.3557692307692308,1.0,0.3333333333333333,0.5789473684210527,0.5,0,0,6.812810620608546e-09,0.044079487819934,-0.0011520777733142217,-0.006303925935038792,-0.005981114839971308,-0.00012642446012970756,-0.002995776313192661,0.001082284600912174,0.0041863960082193135,0.03731966386591931,-0.00022006078796669615,-0.006092280303918801,0.004793509423384298,-0.034465998273077295,0.0131569529176545,-0.0016493911585222247,0.01421003079599589,0.0075632567998425194,-0.013296418216810591,-0.022071426491285146,0.5744696936489201,-0.26841850250471005,-0.11691529711741641,0.031812947290814825,-0.2440247145961004,0.6200383611113496,0.03362823275348664,0.05439640234262279,-0.05820135451829504,-0.08499540877085603,-0.11296647459714274,0.12955063987394982,-0.12007784863667989,-0.007386622322389968,-0.06976843249048631,-0.08562900774180535,0.04426143218086152,0.022173268577468236,-0.07455506424184843,-0.02345284879345037,0.5021686069751313,-0.007414062917399836,0.1800398273894383,0.08567130802274373,-0.09650428189420049,-0.061125563007126925,-0.026325644321509307,0.13473232948943809,0.4079734909934835,0.047722964450674976,0.039141005060436725,-0.1856300237193697,-0.06437476156110404,-0.102251269899755,-0.09781363763984335,-0.002123748560505352,-0.07317823542949485,-0.03802262337411423,-0.04063311422847414,0.0423615290890471
0.0001135460429204,0.0475757919836493,0.6666666666666666,0.2452594527080731,-0.7596153846153846,1.0,0.3333333333333333,0.5789473684210527,0.5,0,1,-8.771059206943947e-09,0.20157919058200913,-3.989049858456279e-05,-0.06530080828620334,-0.025510158311521657,0.1031287521158954,0.11381801021522142,-0.030492034748252135,0.9081817017911314,-0.22747218635761657,-0.000754015958653236,0.06012754744772092,-0.0008552449502102927,0.16106808726040828,-0.019474490052189916,0.005740965797704948,0.023977357248436765,0.03959502077340452,0.03716772807065399,-0.009535857773828937,0.18603686084834212,0.4729600983454606,0.02781825001332988,-0.0005084828910307576,-0.02653160703579245,0.018571007804075158,-0.019373512537258452,-0.0045715415150275746,-0.05858023354773757,0.010726096083571356,-0.018591564991062643,0.04634507968232251,-0.06384803093987963,-0.0032644916628476826,-0.10248057988313546,0.2533321145157515,0.4277119059478767,-0.296018519862467,0.06783851406819541,0.11641121159798654,0.5199004739627172,0.37362483352386294,0.024545513667908896,0.023390159755206086,0.026021371364116655,-0.14909187841705085,0.286387267532658,-0.11720782916953293,-0.023302043040875752,-0.17980316591583148,0.35142533697037714,-0.12190118475547732,-0.119104741423671,-0.15118666787558113,-0.08939970828212028,0.04272507668099562,-0.0542032333713021,-0.07546932223733674,0.19172680314030144,0.0005798997729646749
0.0001135460429204,0.414329510616555,0.6666666666666666,0.055637561030998,0.1538461538461538,1.0,0.3333333333333333,0.5789473684210527,0.5,0,0,-2.852710640287805e-08,0.13924522768212436,0.29000418949320894,-0.03190857472004073,0.0032917050842618885,-0.03477140955916282,0.0050604041003149604,-0.057755561401430816,-0.0022145395922305335,0.11258187316118821,-0.29213070529551366,0.22691426606690862,0.03399702379496255,-0.16294773965262144,0.05440588892399613,-0.04380346522937273,-0.035732227474311366,-0.0641521887322558,-0.035746087853818935,-0.055605550182400314,0.3442289905141776,-0.07948016234508953,-0.10140331945298164,0.09745364605716327,-0.06998373175175153,-0.06165108443430635,0.03886423239189768,0.1602716440194469,0.5462507305864994,-0.2003430324987191,0.3634770408705345,-0.18323955716827559,0.08299419517284679,0.032175048428499685,0.11239598895878158,0.18983409759540626,-0.15971332407257535,-0.12271622813568697,0.09214085534534755,0.13718291074712274,0.3663936937772799,-0.3169200696917139,0.29161464742793536,0.015724449842390305,-0.0421189488721575,0.04800591234000939,-0.1682353807775001,0.15049084723879363,-0.10364316372132297,-0.06870642281374442,0.0776101636247036,-0.03503619884818687,-0.021779864759149833,-0.016392587737406657,-0.06036652936293078,-0.2060151101473417,0.05626928098829486,0.19212843510604327,-0.07748961912462043,-0.2002427200023363
